,Topic,Count,Name,Representation,Representative_Docs
327,326,30,326_wasser_wixe_allerfeinsten_putzen,"['wasser', 'wixe', 'allerfeinsten', 'putzen', 'haut', 'fläschel', 'weich', 'leinwand', 'tüchern', 'oel']","['Der vortrefliche Nutzen und Gebrauch dieser Oel oder Schmiersaife mag sich nachstehend zeigen: 1) Jst diese vortrefliche Oel oder Schmiersai fe ein sehr nutzbares Arkanum zur Leinwand, Garn, und Cortonbleiche, nämlich, wenn mit solcher bey Anfang der Bleiche aproportione der Quantität Leinwand, Garn oder Corton eingebaicht, oder eingefächtelt, und dann auf der Bleiche bey Sonnenschein fleissig begossen wird, so wird die Bleiche sicher um einige Wochen befördert; auch versichert man die Her ren Bleichmeister, an Holz, Gesind und Zins ein sehr ansehnlichen Nutzen zu verschaffen.— 2) Jst diese vortrefliche Oel oder Schmiersai fe für alle Gattungen Wolle, Tuch, Zeug, und wollene Strümpffabrikanten sehr dienlich, wenn solche wie sonst die ordinari Saifen ge braucht wird, sie verschaft der Wolle eine Mil digkeit, und erfrischet aller Gattungen der Cou leurs.— 3) können sich auch die Herren Sei denfabrikanten solcher mit vielen Nutzen bedie — 4).', 'Ein Wasser für Sommer Leber und Kin derflecke, von der Sonne oder Luft verdorbene Gesichter, wird in einer sehr kurzen Zeit nicht nur allein geholfen, auch das zarteste Fell her vorgebracht, brauchende dörfen undesorgt seyn, indem ich schon so viele hundert Proben damit gemacht habe, das Fläschel 40 — Ferner folgende nützliche wirthschaftliche Artikel, als eine weiche Wixe für jedes Leder, die in ihrer Art alle Qualitäten hat, das Leder im mer weich zu erhalten, oder das schon hart ist, weich macht, den allerfeinsten Glanz und Schwärze giebt und nicht schmutzet, und am Ende wohlfeiler kommt, als die mindeste Was serwixen, auch immer gut bleibt und man we nig braucht, das Glas kostet 15  Eine weiche weisse Wixe die Kästen und Tische  sehr leicht zu putzen, dass sie viel schöner werden, als von Wachs a 15  Eine Tinktur 1 aus allen Tüchern und Seidenzeigen jeden Schmier und Fettfleck herauszubringen; eine  2 für verfressene Farben; und eine  3 Tinten und Eisenflecke, und in rothen Tüchern die blauen Flecke aufzubringen, das Fläschel 24  Ein Pulver, damit man Schnallen und alles Silber, Tombak und Spiegel ohne Verletzung so rein wie nen putzen kann, die Schachtel 10  Nachtlichter, die mit wenig Oel 16 Stund brennen, kosten auf ein Jahr 40, auf 1 2 Jahr 20, auf 1 4 Jahr 10  Das BudredeTateredevinaigre, das alle Unreinigkeit von den Zähnen hinweg nimmt, und das konservirende für die Zähne und des Zahnfleisch — Das gerechte Gesundheits kimmelwasser, die Seitelbouteille 20 — Schminke, die in der Schönheit, Feine, und Haltung, auch schadlos, den allerfeinsten französis.', 'Ein Wasser für Sommer Leber und Kin derflecke, von der Sonne oder Luft verdorbene Gesichter, wird in einer sehr kurzen Zeit nicht nur allein geholfen, auch das zarteste Fell her vorgebracht, brauchende dörfen unbesorgt seyn, indem ich schon so viele hundert Proben damit gemacht habe, das Fläschel 40 — Ferner folgende nützliche wirthschaftliche Artikel, als eine weiche Wixe für jedes Leder, die in ihrer Art alle Qualitäten hat, das Leder im mer weich zu erhalten, oder das schon hart ist, weich macht, den allerfeinsten Glanz und Schwarze giebt und nicht schmutzet, und am Ende wohlfeiler kommt, als die mindeste Was serwixen, auch immer gut bleibt und man we nig braucht, das Glas kostet 15  Eine weiche weisse Wixe die Kästen und Tische  sehr leicht zu putzen, dass sie viel schöner werden, als von Wachs a 15  Eine Tinktur  1 aus allen Tüchern und Seidenzeigen jeden Schmier und Fettfleck herauszubringen; eine  2 für verfressene Farben; und eine  3 Tinten und Eisenflecke, und in rothen Tüchern die blauen Flecke auszubringen, das Fläschel 24  Ein Pulver, damit man Schnallen und alles Silber, Tombak und Spiegel ohne Verletzung so rein wie neu putzen kann, die Schachtel 10  Nachtlichter, die mit wenig Oel 16 Stund brennen, kosten auf ein Jahr 40, auf 1 2 Jahr 20, auf 1 4 Jahr 10 — Das BudredeTateredevinaigre, das alle Unreinigkeit von den Zähnen hinweg nimmt, und das konservirende für die Zähne und das Zahnfleisch — Das gerechte Gesundheits wasser, die Seitelbouteille 20 — Schminke, die in der Schönheit, Feine, und Haltung, auch schadlos, den allerfeinsten französis.']"
328,327,30,327_steif_gebund_bogen_pfündige,"['steif', 'gebund', 'bogen', 'pfündige', 'anrechnen', 'mitkommt', 'broch', 'sternenkranz', 'raubritter', 'bo']","['1  56  steif gebund.', '3  16  steif gebund.', '3  16  steif gebund.']"
329,328,30,328_löbl_bourne_reitenauer_appel,"['löbl', 'bourne', 'reitenauer', 'appel', 'sentent', 'restitut', 'servien', 'schust', 'contra', 'seite']","['Von dem löbl.', 'Von dem löbl.', 'Von dem löbl.']"
330,329,30,329_hefte_21ten_allg_26,"['hefte', '21ten', 'allg', '26', '37', 'beutel', 'den30', 'getraidm', 'mondag', '35ten']","['26 Hefte.', '26 Hefte.', '26 Hefte.']"
331,330,30,330_ceremonien_händen_kleidern_cronen,"['ceremonien', 'händen', 'kleidern', 'cronen', 'kleidung', 'augustini', 'wappen', 'ketten', 'baronen', 'neunzehnten']","['Die ViceGräfinen und ViceGrafen in  Ceremonien Kleidern mit ihren Cronen in denen Händen.', 'Die Hertzoginen und die Hertzogen in  Ceremonien Kleidern und ihre Cronen in denen Händen ausgenohnen jene welche einiges Zeichen der Kö nigl.', 'Die  Marquisinen, und  Marquisen in  Ceremonien en Kleidern mit ihren Cronen in denen Händen.']"
332,331,30,331_bücher_bibliothekdien_lektüre_andertes,"['bücher', 'bibliothekdien', 'lektüre', 'andertes', 'drittes', 'buchh', 'erstes', 'ejusdem', 'exemplarien', 'buchs']","['Bücher.', 'Bücher.', 'Bücher.']"
333,332,30,332_pcto_überkommener_cent_garnitur,"['pcto', 'überkommener', 'cent', 'garnitur', 'rathen', 'wechsel', 'bezahlen', 'unkösten', 'bezahlt', 'unkosten']","['an Zahlung überkommener Wechsel in Verlust ge rathen: ""   2000   März.', 'an Zahlung überkommener Wechsel in Verlust ge rathen:„  2000dd.', 'Geld und Gelds wert ersetzet worden,) von dem ande ren eine ihme Delinquenten einzig und allein der Fassungs Art halber zum angebentlichen Vorweisen anvertraute Rauten Garnitur per   Von dem dritten eine Garnitur Frauen Zimmer Geschmuk per 7625.']"
334,333,30,333_1765_1767_1766_wichenen,"['1765', '1767', '1766', 'wichenen', 'bergamt', 'donstetter', 'calvinisme', 'grundbuchsertrakt', 'ausbeut', 'neuerrichten']","['1765.', '1765.', '1765.']"
335,334,30,334_flandern_auss_jenner_gent,"['flandern', 'auss', 'jenner', 'gent', '343112', 'hulst', 'decemb', 'bekriegen', 'december', '900000']","['Auss Flandern von dem  Jenner.', 'Aus Flandern von dem  October.', 'Aus Flandern von dem  October.']"
336,335,30,335_erzbischöfl_marq_botschafter_,"['erzbischöfl', 'marq', 'botschafter', '', '', '', '', '', '', '']","['erzbischöfl.', 'erzbischöfl.', 'erzbischöfl.']"
337,336,30,336_censoren_censor_censur_censursbewilligung,"['censoren', 'censor', 'censur', 'censursbewilligung', 'censu', 'aufbewahren', 'revisionsamte', 'manuscript', 'druck', 'schriften']","['Niemand ist befugt sich den Censor seines Buchs, oder Manuscripts selbst zu wählen, oderdemRevisionsamteaufirgendeineArt 1679| anzusinnen, dass es ein Stück eigends den Censor A, statt des Censors B zur Censu rirung zusende, noch soll der Eigenthümer, wenn er den Censor erfahren hat, densel ben selbst, oder durch andere überlaufen, oder mit Bitten oder Vorstellungen behelli gen, sondern jeder soll nach Einreichung seines Werkes die Entscheidung ruhig ab warten, und sich dieser ohne Widerrede und Verunglimpfung der Censoren oder des Re visionsamtes, welche allerdings nach dem Grade des Frevels geahndet werden wür de, geziemend fügen.', 'Niemand ist befugt sich den Censor seines Buchs, oder Manuscripts selbst zu wählen, oder dem Revisionsamte auf irgend eine Art anzusinnen, dass es ein Stück eigends den Censor A, statt des Censors B zur Censu rirung zusende, noch soll der Eigenthümer, wenn er den Censor erfahren hat, bensel ben selbst, oder durch andere überlaufen, oder mit Bitten oder Vorstellungen behelli gen, sondern jeder soll nach Einreichung seines Werkes die Entscheidung ruhig ab warten, und sich dieser ohne Widerrede und Verunglimpfung der Censoren oder des Re visionsamtes, welche allerdings nach dem Grade des Frevels geahndet werden wür de, geziemend fügen.', 'Niemand ist befugt sich den Censor seines Buchs, oder Manuscripts selbst zu wählen, oder dem Revisionsamte auf irgend eine Art anzusinnen, dass es ein Stück eigends den Censor A, statt des Censors B zur Censu rirung zusende, noch soll der Eigenthümer, wenn er den Censor erfahren hat, densel ben selbst, oder durch andere überlaufen, oder mit Bitten oder Vorstellungen behelli gen, sondern jeder soll nach Einreichung seines Werkes die Entscheidung ruhig ab warten, und sich dieser ohne Widerrede und Verunglimpfung der Censoren oder des ReRevisionsamtes visionsamtes, welche allerdings nach dem Grade des Frevels geahndet werden wür de, geziemend fügen.']"
338,337,30,337_jenner_elbstrom_sambstag_auss,"['jenner', 'elbstrom', 'sambstag', 'auss', 'pohlen', 'moselstrom', 'schwaben', 'vom', 'mosselstrohm', 'starhembergis']","['Auss Pohlen vom  Jenner.', 'Auss Pohlen vom  Jenner.', 'Auss Pohlen vom  Jenner.']"
339,338,30,338_1779_musgrave_iius_dec,"['1779', 'musgrave', 'iius', 'dec', 'aufla', 'hausmutter', 'szegedin', 'vermehrte', '3ter', 'geschäften']","['1779.', '1779.', '1779.']"
340,339,30,339_40_20_gebund_steif,"['40', '20', 'gebund', 'steif', 'privleg', 'alt', 'meilenarten', 'billardsregeln', '20kr', 'papilloten']","['40  gebund.', '40  steif gebund.', '40  steif gebund.']"
341,340,29,340_kauflustige_licit_einfinden_ort,"['kauflustige', 'licit', 'einfinden', 'ort', 'obbestimmten', 'tag', 'stund', 'daher', 'einzufinden', 'demnach']","['Kauflustige be lieben sich daher an dem obbestimmten Tag in dem Hause des Dorfrichters zu Oberdöbling, wo die Li citation gehalten werden wird, einzufinden.| Licit.', 'Kauflustige mö gen sich demnach an vorgemeldten Tag, Stund und Ort einfinden.| Licit.', 'Kauflustige mö gen sich demnach an vorgemeldten Tag, Stund und Ort einfinden.| Licit.']"
342,341,29,341_1764_1760_hässliche_weiber,"['1764', '1760', 'hässliche', 'weiber', 'inhaberinn', 'frofroher', 'erschalten', 'segenswünsche', 'verdrusses', 'überhobelt']","['1764.', '1764.', '1764.']"
343,342,29,342_wien_sonntagspredigten_vergleichung_residentz,"['wien', 'sonntagspredigten', 'vergleichung', 'residentz', 'residenz', 'tyrol', 'ausländergewichts', 'derellen', 'abgeordneter', 'hauzinger']","['34) Vergleichung des Ausländergewichts mit dem Wienerge wicht.', '33) Vergleichung der Auslän derellen mit der Wienerelle.', 'Unter diesen sind die Vornehmsten  Hauzinger und  Zeiler von Raita aus Tyrol; von denen der Letzte im Reiche, und der Erste zu Wien den Ruhm der tro gerischen Schule behauptet.']"
344,343,29,343_kaiserl_uhlfeld_wienerisches_jhrer,"['kaiserl', 'uhlfeld', 'wienerisches', 'jhrer', 'administrirung', 'andrehohbotn', 'jorgowitz', 'lenhard', 'newen', 'leopoldnadisleopoldnadisdydy']","['Wienerisches DIARIUM.| Mit Jhrer  Kaiserl.', 'Wienerisches DIARIUM.| Mit Jhrer  Kaiserl.', 'den er sten Herrn Obrist hofmeister, Grafen von Uhlfeld, der gewest Kaiserl.']"
345,344,29,344_hungarn_türken_böhmen_gebürtig,"['hungarn', 'türken', 'böhmen', 'gebürtig', 'niedergang', 'hauptgewerkschaftliche', 'sechste', 'excellentz', 'schwefel', 'jahr']","['NeichsCanzleydieserTagenbeizandigetworden Soistalchsüngsteno der Obris eurenan und Comendant zu Cperies Her Johann Gcorg von reylingk, wegen semerin die  Jahr so wohlin vorlgen Türken leg in Hugari als auch nachge hends am Nhein und in Jtalien, sonderlich abet m Cpannien erwisen tapsermühtigen Kriegs Oiensten und wegen der darbey empfungen vielfältig harten Wunden, von Jhro Nömisch Kaiserlich und Catho lischen Majestät zu Dero Obristen allerguädlgst ernesnet: und darüber das gewöhnliche Patent auo Dero Hochiöblichen Kusegs Canzley ihm ausgesertiget worden.', 'Römischen Reichs Grafen und Herrn von Seeau Freyherrn auf Ebenzweyer und Puechberg Herrn derer Herr schaften Ebenzweyer Hillprechting Thalhaim Roiht und Leichten egge der Römisch Kaiserlichen Majestät Leopoldi Primi, Glorwürdigsten Andenkens hinterlassenen Cammerern und würklichen Stadt Pfarrern der Kaiserlich und Lands Fürstlichen Stadt Gmünden in Oesterreich ob der Ens in Allermildestem Ansehen seines Uralt Ade lichen Herkommens und deren von seinen Vor und Eltern sowohl in Kriegs als Staats Weesen dem Durchleuchtigsten Erz Hauss Oesterreich viel und ersprieslich geleistet treu gehorsamsten Diensten und dadurch erworbenen Verdiensten dan anderen in dessen Person vereinbart guten Eigenschaften die Abtey VertesKeresztur, im Kö nigreich Hungarn Allergnädigst verliehen: und ihme deswegen das Gewöhnliche von der Löblich Königlich Hungarischen Hof Canz ley ausgefertiget worden.', 'Zu Teutsch: Von Gottes Gnaden Carl der Sechste  Kaiser auch zu Germanien Hispanien Hungarn und Böhmen  Kö nig Ertz Hertzog zu Oesterreich   Auff der andern Seiten ware vorgestellet ein gedoppelter  Adler wie Er von dem Niedergang ge gen dem Auffgang zufliehet auf dem Haupt gegen dem Niedergang hat er die Spannische Kron und führet den Degen gegen Aufgang aber hat Er die Kaiserliche Kron auf dem andern Haupt und führet den Zepter; anzudeuten dass ob Er gleich vom Niedergang herkomme und unerachtet Sel biger nunmehro gegen Aufgang um daselbst des  Reichs Kron und Zepter zuführen sich wende nichts desto weniger mit dem andern Kopf gegen dem Niedergang zusehe und denen Feinden das Schwerdt entgegen halte; Die Uberschrift ist: Venit ab Occasu Victor, nune tendit ad Ortum.']"
346,345,29,345_inpulvere_pulver_sandbeeren_blätter,"['inpulvere', 'pulver', 'sandbeeren', 'blätter', '95', 'uvaursinaintoto', '7316', 'tincturaaloes', '92', '2223']","['10——— inPulvere, Sandbeeren Blätter in Pulver.| Licit.', '10——— inPulvere, Sandbeeren Blätter in Pulver.', '10——— inPulvere, Sandbeeren Blätter in Pulver.']"
347,346,29,346_deutschen_hungarn_enthaltend_getaufften,"['deutschen', 'hungarn', 'enthaltend', 'getaufften', 'drittens', 'vierdtens', 'zugetragen', 'denckwürdiges', 'jedermahliger', 'verzeichnuss']","['Wiennerisches Diarium, Enthaltend alles das jenige was von Tag zu Tag sowol in dieser Residentz Stadt Wienn Denckwürdiges und Neues sich zugetragen; Als auch was dergleichen nachrichtlich allda eingeloffen sambt einem Anhang jedermahliger Verzeichnuss; Erstlich aller täglich per Posta allhier Ankommenden; Zweytens aller in und vor der Stadt getaufften Kindern; Drittens aller VerehlichterundVierdtensallerverstorbenen Personen Mit Jhrer Römisch Kayserlichen Majestät allergnädigstem Privilegio.', 'Wiennerisches  DIARIUM, Enthaltend alles dasjenige was von Tag zu Tag sowohl in dieser Residentz Stadt Wienn Denckwürdiges und Neues sich zugetragen; Als auch was dergleichen nachrichtlich allda eingeloffen; sambt einem Anhang jedermahliger Verzeichnuss; Erstlich aller täglich perPosta allhier Ankommenden: Zweytens aller in und vor der Stadt getaufften Kindern: Drittens aller verehelichten und vierdtens aller verstorbenen Persohnen.', 'Wiennerisches Diarium, Enthaltend alles das jenige was von Tag zu Tag sowol in dieser Residentz Stadt Wienn Denckwürdiges und Neues sich zugetragen; Als auch was dergleichen nachrichtiglich allda eingeloffen samt einem Anhang jedermahliger Verzeichnuss; Erstlich aller täglich perposta allhier Ankommenden; Zweytens aller in und vor der Stadt getaufften Kindern; Drittens aller Verehlichten und Vierdtens aller verstorbenen Personen.']"
348,347,29,347_sangin_chur_jaguschinski_jwa,"['sangin', 'chur', 'jaguschinski', 'jwa', 'mandai', 'nowjitz', 'churfürstl', 'fürstl', 'pohlen', 'chine']","['Geheimen Rahts Grafen Andrei Jwa nowjitz Ostermanns derer Chineser Merlin San gin Mandai.', 'geheimen Rahts Grafen Andrei Jwanowjitz O stermanns und ware darinnen der Chine ser Marin Sangin Mandai. )', 'Jn des General Grafens Paul Jwa nowjitz Jaguschinski Kutsche ware ein Chine ser Menin Sangin Aschay. )']"
349,348,29,348_pens_stift_heil_eipeldanerbriefe,"['pens', 'stift', 'heil', 'eipeldanerbriefe', 'administrirte', 'cäcil', 'gial', 'gaupp', 'pross', 'prohask']","['Käm merer  pens.', 'Haasin, pens.', 'pens.']"
350,349,29,349_bedient_schlafrockschneiders_saniyni_leporin,"['bedient', 'schlafrockschneiders', 'saniyni', 'leporin', 'fitta', 'gemachs', 'schlaf', 'behaust', 'gewilliget', 'bett']","['Bedient.', 'Bedient.', 'Bedient.']"
351,350,29,350_königl_der_dem_von,"['königl', 'der', 'dem', 'von', '', '', '', '', '', '']","['Der Königl.', 'Der Königl.', 'Der Königl.']"
352,351,29,351_hungarn_preussischen_preuss_preussische,"['hungarn', 'preussischen', 'preuss', 'preussische', 'brandenburg', 'saxonia', 'friedericus', 'generalendevendôme', 'doncornecho', 'ausssprengen']","['Dass die Frantzosen in Na mur ausssprengen es werde dieses Jahr der geweste Churfürst in Bayern und unter ihme die beede GeneralendeVendôme undVillars, in den Nie derlanden commandiren.', 'Preussische Minister  Cantzler von Grum kau langet im Sächsischen haupt quartier zu Langenfuhr  Das neue retrenschement zwischen der Ost und Sasper see wird diese nacht gäntzlich im stand gebracht mit der übri gen arbeit aber fortgefahren.', 'Preussischen Landen fort setzen werden.| Aus Hungarn.| Ofen   Verwichenen Donnerstag als den 22sten Dieses ist das Kaiserl.']"
353,352,28,352_apost_nämlich_se_jhre,"['apost', 'nämlich', 'se', 'jhre', 'auch', 'da', 'dass', '', '', '']","['apost.', 'Apost.', 'apost.']"
354,353,28,353_pfründl_pfeffer_pflaster_stamp,"['pfründl', 'pfeffer', 'pflaster', 'stamp', 'pfandner', '65000', 'makeldt', 'pabrisch', 'hofstetter', 'pfundthéebouy']","['Pfründl.', 'Pfründl.', 'Pfründl.']"
